National Register of Historic Places,,,,,,,,,,
National Historic Landmarks Documentation,,,,,,,,,,
Note:  Not all NHLs have been digitized yet,,,,,,,,,,
,,,,,,,,,,
Reference,State,County,City,Resource,Address,Date Listed,,Text,,Photos
Number,,,,Name,,on NR,,Click me,,Click me
66000898,MASSACHUSETTS       ,Hampden                 ,Springfield                         ,Springfield Armory National Historic Site                                                                               ,Armory Sq.                                                                                                              ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000898.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000898.PDF,Photos
66000136,MASSACHUSETTS       ,Hampshire               ,Cummington                          ,"Bryant, William Cullen, Homestead                                                                                       ",2 mi. from Cummington on side rd.                                                                                       ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000136.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000136.PDF,Photos
66000363,MASSACHUSETTS       ,Hampshire               ,Amherst                             ,"Dickinson, Emily, House                                                                                                 ",280 Main St.                                                                                                            ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000363.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000363.PDF,Photos
76000272,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Baldwin, Maria, House                                                                                                   ",196 Prospect St.                                                                                                        ,19760511,http://pdfhost.focus.nps.gov/docs/nhls/text/76000272.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76000272.PDF,Photos
75000295,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Birkhoff, George D., House                                                                                              ",22 Craigie                                                                                                              ,19750515,http://pdfhost.focus.nps.gov/docs/nhls/text/75000295.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75000295.PDF,Photos
77001412,MASSACHUSETTS       ,Middlesex               ,Waltham                             ,Boston Manufacturing Company                                                                                            ,144 Moody St.                                                                                                           ,19771222,http://pdfhost.focus.nps.gov/docs/nhls/text/77001412.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/77001412.PDF,Photos
75000298,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Bridgman, Percy, House                                                                                                  ",10 Buckingham Pl.                                                                                                       ,19750515,http://pdfhost.focus.nps.gov/docs/nhls/text/75000298.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75000298.PDF,Photos
66000137,MASSACHUSETTS       ,Middlesex               ,Lexington                           ,Buckman Tavern                                                                                                          ,"Hancock St., on the E side of Lexington Green                                                                           ",19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000137.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000137.PDF,Photos
66000140,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,Christ Church                                                                                                           ,Garden St.                                                                                                              ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000140.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000140.PDF,Photos
85002014,MASSACHUSETTS       ,Middlesex               ,Malden                              ,Converse Memorial Building                                                                                              ,36 Salem St.                                                                                                            ,19850905,http://pdfhost.focus.nps.gov/docs/nhls/text/85002014.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/85002014.PDF,Photos
76000305,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Daly, Reginald A., House                                                                                                ",23 Hawthorn St.                                                                                                         ,19760107,http://pdfhost.focus.nps.gov/docs/nhls/text/76000305.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76000305.PDF,Photos
76000306,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Davis, William Morris, House                                                                                            ",17 Francis St.                                                                                                          ,19760107,http://pdfhost.focus.nps.gov/docs/nhls/text/76000306.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76000306.PDF,Photos
66000364,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,Elmwood                                                                                                                 ,33 Elmwood Ave.                                                                                                         ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000364.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000364.PDF,Photos
66000365,MASSACHUSETTS       ,Middlesex               ,Concord                             ,"Emerson, Ralph Waldo, House                                                                                             ",18 Cambridge Tpke. (Lexington Rd. and Cambridge Tpke.)                                                                  ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000365.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000365.PDF,Photos
76000950,MASSACHUSETTS       ,Middlesex               ,Newton                              ,"Fessenden, Reginald A., House                                                                                           ",45 Waban Hill Rd.                                                                                                       ,19760107,http://pdfhost.focus.nps.gov/docs/nhls/text/76000950.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76000950.PDF,Photos
71000686,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Fuller, Margaret, House                                                                                                 ",71 Cherry St.                                                                                                           ,19710702,http://pdfhost.focus.nps.gov/docs/nhls/text/71000686.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000686.PDF,Photos
70000542,MASSACHUSETTS       ,Middlesex               ,Waltham                             ,Gore Place                                                                                                              ,52 Gore St.                                                                                                             ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000542.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000542.PDF,Photos
66000655,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Gray, Asa, House                                                                                                        ",88 Garden St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000655.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000655.PDF,Photos
00000709,MASSACHUSETTS       ,Middlesex               ,Lincoln                             ,Gropius House                                                                                                           ,68 Baker Ridge Rd.                                                                                                      ,20000516,http://pdfhost.focus.nps.gov/docs/nhls/text/00000709.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/00000709.PDF,Photos
71000895,MASSACHUSETTS       ,Middlesex               ,Lexington                           ,Hancock-Clarke House                                                                                                    ,36 Hancock St.                                                                                                          ,19710717,http://pdfhost.focus.nps.gov/docs/nhls/text/71000895.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000895.PDF,Photos
70000681,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Hastings, Oliver, House                                                                                                 ",101 Brattle St.                                                                                                         ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000681.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000681.PDF,Photos
66000767,MASSACHUSETTS       ,Middlesex               ,Lexington                           ,Lexington Green                                                                                                         ,Massachusetts and Hancock Sts.                                                                                          ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000767.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000767.PDF,Photos
76001970,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Little, Arthur D., Inc., Building                                                                                       ",Memorial Dr.                                                                                                            ,19761208,http://pdfhost.focus.nps.gov/docs/nhls/text/76001970.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001970.PDF,Photos
66000049,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,Longfellow National Historic Site                                                                                       ,105 Brattle St.                                                                                                         ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000049.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000049.PDF,Photos
76001972,MASSACHUSETTS       ,Middlesex               ,Lowell                              ,Lowell Locks and Canals Historic District                                                                               ,Between Middlesex St. and the Merrimack River                                                                           ,19760813,http://pdfhost.focus.nps.gov/docs/nhls/text/76001972.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001972.PDF,Photos
66000769,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Massachusetts Hall, Harvard University                                                                                  ",Harvard University Yard                                                                                                 ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000769.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000769.PDF,Photos
70000685,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Memorial Hall, Harvard University                                                                                       ","Cambridge and Quincy Sts., Harvard University campus                                                                    ",19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000685.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000685.PDF,Photos
75000254,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,Mount Auburn Cemetery                                                                                                   ,580 Mount Auburn St.                                                                                                    ,19750421,http://pdfhost.focus.nps.gov/docs/nhls/text/75000254.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75000254.PDF,Photos
66000775,MASSACHUSETTS       ,Middlesex               ,Concord                             ,Old Manse                                                                                                               ,Monument St.                                                                                                            ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000775.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000775.PDF,Photos
66000781,MASSACHUSETTS       ,Middlesex               ,Concord                             ,Orchard House                                                                                                           ,Lexington Rd.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000781.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000781.PDF,Photos
75000291,MASSACHUSETTS       ,Middlesex               ,Waltham                             ,"Paine, Robert Treat, Jr., House                                                                                         ",577 Beaver St.                                                                                                          ,19751007,http://pdfhost.focus.nps.gov/docs/nhls/text/75000291.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75000291.PDF,Photos
71000903,MASSACHUSETTS       ,Middlesex               ,Natick                              ,"Parsonage, The                                                                                                          ",16 Pleasant St.                                                                                                         ,19711111,http://pdfhost.focus.nps.gov/docs/nhls/text/71000903.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000903.PDF,Photos
71000911,MASSACHUSETTS       ,Middlesex               ,Belmont                             ,Red Top                                                                                                                 ,90 Somerset St.                                                                                                         ,19711111,http://pdfhost.focus.nps.gov/docs/nhls/text/71000911.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000911.PDF,Photos
76001999,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Richards, Theodore W., House                                                                                            ",15 Follen St.                                                                                                           ,19760107,http://pdfhost.focus.nps.gov/docs/nhls/text/76001999.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001999.PDF,Photos
66000786,MASSACHUSETTS       ,Middlesex               ,Medford                             ,"Royall, Isaac, House                                                                                                    ",15 George St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000786.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000786.PDF,Photos
75001942,MASSACHUSETTS       ,Middlesex               ,Woburn                              ,"Rumford, Count, Birthplace                                                                                              ",90 Elm St.                                                                                                              ,19750515,http://pdfhost.focus.nps.gov/docs/nhls/text/75001942.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75001942.PDF,Photos
70000732,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Sever Hall, Harvard University                                                                                          ",Harvard Yard                                                                                                            ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000732.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000732.PDF,Photos
89001246,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"Stoughton, Mary Fisk, House                                                                                             ",90 Brattle St.                                                                                                          ,19890629,http://pdfhost.focus.nps.gov/docs/nhls/text/89001246.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/89001246.PDF,Photos
68000044,MASSACHUSETTS       ,Middlesex               ,Medford                             ,"Tufts, Peter, House                                                                                                     ",350 Riverside Ave.                                                                                                      ,19681124,http://pdfhost.focus.nps.gov/docs/nhls/text/68000044.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/68000044.PDF,Photos
70000736,MASSACHUSETTS       ,Middlesex               ,Cambridge                           ,"University Hall, Harvard University                                                                                     ",Harvard Yard                                                                                                            ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000736.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000736.PDF,Photos
70000737,MASSACHUSETTS       ,Middlesex               ,Waltham                             ,"Vale, The                                                                                                               ",Lyman and Beaver Sts.                                                                                                   ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000737.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000737.PDF,Photos
66000790,MASSACHUSETTS       ,Middlesex               ,Concord                             ,Walden Pond                                                                                                             ,1.5 mi. S of Concord                                                                                                    ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000790.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000790.PDF,Photos
80000356,MASSACHUSETTS       ,Middlesex               ,Concord                             ,"Wayside, The                                                                                                            ",455 Lexington Rd.                                                                                                       ,19800711,http://pdfhost.focus.nps.gov/docs/nhls/text/80000356.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/80000356.PDF,Photos
76000290,MASSACHUSETTS       ,Middlesex               ,Woburn                              ,Woburn Public Library                                                                                                   ,Pleasant St.                                                                                                            ,19761113,http://pdfhost.focus.nps.gov/docs/nhls/text/76000290.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76000290.PDF,Photos
66000793,MASSACHUSETTS       ,Middlesex               ,Concord                             ,Wright's Tavern                                                                                                         ,Lexington Rd. opposite the Burying Ground                                                                               ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000793.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000793.PDF,Photos
68000019,MASSACHUSETTS       ,Nantucket               ,Nantucket                           ,"Coffin, Jethro, House                                                                                                   ",Sunset Hill                                                                                                             ,19681124,http://pdfhost.focus.nps.gov/docs/nhls/text/68000019.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/68000019.PDF,Photos
66000772,MASSACHUSETTS       ,Nantucket               ,Nantucket                           ,Nantucket Historic District                                                                                             ,Nantucket Island                                                                                                        ,19661113,http://pdfhost.focus.nps.gov/docs/nhls/text/66000772.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000772.PDF,Photos
74000379,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,Adams Academy                                                                                                           ,8 Adams St.                                                                                                             ,19740906,http://pdfhost.focus.nps.gov/docs/nhls/text/74000379.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74000379.PDF,Photos
66000128,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,"Adams, John Quincy, Birthplace                                                                                          ",141 Franklin St.                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000128.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000128.PDF,Photos
66000129,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,"Adams, John, Birthplace                                                                                                 ",133 Franklin St.                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000129.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000129.PDF,Photos
72000143,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,"Crane, Thomas, Public Library                                                                                           ",40 Washington St.                                                                                                       ,19721018,http://pdfhost.focus.nps.gov/docs/nhls/text/72000143.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72000143.PDF,Photos
66000367,MASSACHUSETTS       ,Norfolk                 ,Dedham                              ,Fairbanks House                                                                                                         ,Eastern Ave. and East St.                                                                                               ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000367.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000367.PDF,Photos
66000651,MASSACHUSETTS       ,Norfolk                 ,Milton                              ,"Forbes, Capt. Robert B., House                                                                                          ",215 Adams St.                                                                                                           ,19661113,http://pdfhost.focus.nps.gov/docs/nhls/text/66000651.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000651.PDF,Photos
80000665,MASSACHUSETTS       ,Norfolk                 ,Milton                              ,Great Blue Hill Weather Observatory                                                                                     ,Milton                                                                                                                  ,19800925,http://pdfhost.focus.nps.gov/docs/nhls/text/80000665.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/80000665.PDF,Photos
67000001,MASSACHUSETTS       ,Norfolk                 ,Brookline                           ,John Fitzgerald Kennedy National Historic Site                                                                          ,83 Beals St.                                                                                                            ,19670526,http://pdfhost.focus.nps.gov/docs/nhls/text/67000001.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/67000001.PDF,Photos
76001976,MASSACHUSETTS       ,Norfolk                 ,Brookline                           ,"Minot, George R., House                                                                                                 ",71 Sears Rd.                                                                                                            ,19760107,http://pdfhost.focus.nps.gov/docs/nhls/text/76001976.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001976.PDF,Photos
72001312,MASSACHUSETTS       ,Norfolk                 ,Dedham                              ,Norfolk County Courthouse                                                                                               ,650 High St.                                                                                                            ,19721128,http://pdfhost.focus.nps.gov/docs/nhls/text/72001312.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001312.PDF,Photos
66000780,MASSACHUSETTS       ,Norfolk                 ,Brookline                           ,"Olmsted, Frederick Law, House, National Historic Site                                                                   ",99 Warren St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000780.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000780.PDF,Photos
70000095,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,Quincy Homestead                                                                                                        ,34 Butler Road                                                                                                          ,19700701,http://pdfhost.focus.nps.gov/docs/nhls/text/70000095.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000095.PDF,Photos
97001274,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,"Quincy, Josiah, House                                                                                                   ",20 Muirhead St.                                                                                                         ,19970925,http://pdfhost.focus.nps.gov/docs/nhls/text/97001274.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/97001274.PDF,Photos
70000734,MASSACHUSETTS       ,Norfolk                 ,Quincy                              ,United First Parish Church (Unitarian) of Quincy                                                                        ,1266 Hancock St.                                                                                                        ,19701230,http://pdfhost.focus.nps.gov/docs/nhls/text/70000734.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000734.PDF,Photos
78000476,MASSACHUSETTS       ,Plymouth                ,Duxbury                             ,"Alden, John and Priscilla, Family Sites                                                                                 ",105 Alden St.                                                                                                           ,19781214,http://pdfhost.focus.nps.gov/docs/nhls/text/78000476.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/78000476.PDF,Photos
66000142,MASSACHUSETTS       ,Plymouth                ,Plymouth                            ,Cole's Hill                                                                                                             ,Carver St.                                                                                                              ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000142.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000142.PDF,Photos
72001303,MASSACHUSETTS       ,Plymouth                ,Hingham                             ,"Lincoln, Gen. Benjamin, House                                                                                           ",181 North St.                                                                                                           ,19721128,http://pdfhost.focus.nps.gov/docs/nhls/text/72001303.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001303.PDF,Photos
66000777,MASSACHUSETTS       ,Plymouth                ,Hingham                             ,Old Ship Meetinghouse                                                                                                   ,Main St.                                                                                                                ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000777.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000777.PDF,Photos
74002053,MASSACHUSETTS       ,Plymouth                ,Marshfield                          ,"Webster, Daniel, Law Office and Library                                                                                 ",Careswell and Webster Sts.                                                                                              ,19740530,http://pdfhost.focus.nps.gov/docs/nhls/text/74002053.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74002053.PDF,Photos
71000087,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,African Meetinghouse                                                                                                    ,8 Smith St.                                                                                                             ,19711007,http://pdfhost.focus.nps.gov/docs/nhls/text/71000087.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000087.PDF,Photos
77001541,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Appleton, Nathan, Residence                                                                                             ",39-40 Beacon St.                                                                                                        ,19771222,http://pdfhost.focus.nps.gov/docs/nhls/text/77001541.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/77001541.PDF,Photos
66000127,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Arnold Arboretum                                                                                                        ,22 Divinity Ave.                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000127.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000127.PDF,Photos
05000459,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Ayer, Frederick, Mansion                                                                                                ",395 Commonwealth Avenue                                                                                                 ,20050405,http://pdfhost.focus.nps.gov/docs/nhls/text/05000459.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/05000459.PDF,Photos
66000130,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Beacon Hill Historic District                                                                                           ,"Bounded by Beacon St., the Charles River Embankment, and Pinckney, Revere, and Hancock Sts.                             ",19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000130.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000130.PDF,Photos
66000132,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Athenaeum                                                                                                        ,10 1/2 Beacon St.                                                                                                       ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000132.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000132.PDF,Photos
87000760,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Common                                                                                                           ,"Beacon, Park, Tremont, Boylston, and Charles St.                                                                        ",19870227,http://pdfhost.focus.nps.gov/docs/nhls/text/87000760.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/87000760.PDF,Photos
66000133,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Light                                                                                                            ,"Little Brewster Island, Boston Harbor                                                                                   ",19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000133.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000133.PDF,Photos
66000134,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Naval Shipyard                                                                                                   ,"E of Chelsea St., Charlestown                                                                                           ",19661115,http://pdfhost.focus.nps.gov/docs/nhls/text/66000134.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000134.PDF,Photos
87000761,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Public Garden                                                                                                    ,"Beacon, Charles, Boylston, and Arlington Sts.                                                                           ",19870227,http://pdfhost.focus.nps.gov/docs/nhls/text/87000761.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/87000761.PDF,Photos
73000317,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Boston Public Library                                                                                                   ,Copley Sq.                                                                                                              ,19730506,http://pdfhost.focus.nps.gov/docs/nhls/text/73000317.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73000317.PDF,Photos
66000141,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Brook Farm                                                                                                              ,670 Baker St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000141.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000141.PDF,Photos
66000138,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Bunker Hill Monument                                                                                                    ,Breed's Hill                                                                                                            ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000138.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000138.PDF,Photos
85000317,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Dimock Community Health Center Complex                                                                                  ,41 and 55 Dimock St.                                                                                                    ,19850221,http://pdfhost.focus.nps.gov/docs/nhls/text/85000317.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/85000317.PDF,Photos
66000366,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Ether Dome, Massachusetts General Hospital                                                                              ",Fruit St.                                                                                                               ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000366.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000366.PDF,Photos
66000368,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Faneuil Hall                                                                                                            ,Dock Sq.                                                                                                                ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000368.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000368.PDF,Photos
78000473,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Fenway Studios                                                                                                          ,30 Ipswich St.                                                                                                          ,19780913,http://pdfhost.focus.nps.gov/docs/nhls/text/78000473.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/78000473.PDF,Photos
70000540,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Fort Warren                                                                                                             ,"Georges Island, Boston Harbor                                                                                           ",19700829,http://pdfhost.focus.nps.gov/docs/nhls/text/70000540.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000540.PDF,Photos
66000653,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Garrison, William Lloyd, House                                                                                          ",125 Highland St.                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000653.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000653.PDF,Photos
01001048,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Gibson House                                                                                                            ,137 Beacon St.                                                                                                          ,20010807,http://pdfhost.focus.nps.gov/docs/nhls/text/01001048.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/01001048.PDF,Photos
66000764,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Harding, Chester, House                                                                                                 ",16 Beacon St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000764.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000764.PDF,Photos
87000757,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Harvard Stadium                                                                                                         ,60 N. Harvard St.                                                                                                       ,19870227,http://pdfhost.focus.nps.gov/docs/nhls/text/87000757.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/87000757.PDF,Photos
66000765,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,Headquarters House                                                                                                      ,55 Beacon St.                                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000765.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000765.PDF,Photos
74002044,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,"Howe, Samuel Gridley and Julia Ward, House                                                                              ",13 Chestnut St.                                                                                                         ,19740913,http://pdfhost.focus.nps.gov/docs/nhls/text/74002044.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74002044.PDF,Photos
74002045,MASSACHUSETTS       ,Suffolk                 ,Boston                              ,King's Chapel                                                                                                           ,Tremont and School Sts.                                                                                                 ,19740502,http://pdfhost.focus.nps.gov/docs/nhls/text/74002045.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74002045.PDF,Photos
